id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,zipcode
8155820080,2015,402000,4,2.25,1790,7311,2,3,1992,98056
5248800440,2015,275000,2,1,840,4000,1,3,1942,98108
9818700430,2014,421500,3,1.5,990,4500,1,5,1948,98122
425079099,2014,560000,3,3,4120,60392,2,3,1994,98014
5127000670,2015,314000,3,1.75,1620,9600,1,4,1966,98059
6341000221,2015,287000,4,2,1340,8190,1,4,1942,98146
7231501665,2015,277000,4,1,1500,5750,1.5,3,1925,98055
5014000225,2014,337500,2,1,1300,6731,1,3,1950,98116
4401200130,2014,792000,4,2.75,3100,10245,2,3,1999,98052
1558500050,2014,435000,3,2.5,3380,7074,2,3,1999,98019
8899000050,2015,313100,4,2.5,2660,9030,1,4,1977,98055
2877102846,2014,575000,3,2.25,1700,3333,1.5,3,1924,98117
7280300080,2015,510000,4,2.5,1840,7800,1,3,1972,98177
3624039073,2015,299950,2,1,890,5200,1,4,1941,98126
3271300345,2015,1.028E+06,3,3,2800,5800,1,3,1953,98199
6190701483,2014,364000,4,1.75,2010,8625,1,4,1957,98133
414100630,2014,335000,3,1,1380,7470,1,5,1965,98133
7686202275,2014,219950,3,1,1210,8000,1,3,1954,98198
5113260170,2015,215000,3,2,1280,6994,1,3,1991,98038
2421059090,2015,640000,4,2.5,4090,215186,2,4,1979,98092
2770601734,2014,535000,3,1,1580,6300,1,3,1925,98199
4222310290,2014,253000,4,2,1910,7826,1,4,1973,98003
5016001060,2014,650000,2,2.5,1740,2500,2,3,1994,98112
5445300050,2015,672000,3,2.25,1130,4445,1.5,4,1930,98117
7370600020,2014,606000,3,1.75,1970,8540,1,4,1950,98177
5127000470,2015,292000,3,2.25,1780,9720,1,3,1981,98059
1330250010,2014,289950,3,2,1670,7757,1,3,1992,98030
1898600050,2014,257500,4,1.5,1360,9323,1,4,1968,98023
9561100010,2014,380000,3,2.5,1840,6985,1,3,1971,98133
9524100050,2014,360000,3,1.75,1255,1113,3,3,2010,98103
2212200500,2014,269500,3,1.75,1840,7412,1,4,1976,98031
5416500680,2014,449000,4,2.5,2960,6031,2,3,2005,98038
6412600005,2014,375000,4,1.5,1430,7232,1.5,3,1948,98125
2024069008,2014,2.2E+06,5,4.75,5990,10450,2,3,2002,98027
2195700050,2014,810000,4,2.5,3480,59242,2,3,1988,98072
1437580480,2014,994000,5,3.25,4260,7861,2,3,2005,98074
2796100680,2015,275000,5,2.25,1820,10500,1,4,1979,98031
7203102140,2015,300000,2,1,1290,2482,2,3,2008,98053
40000235,2015,380000,5,2.5,2130,8428,2,3,2013,98168
2946000285,2015,200000,3,2,1170,10051,1,4,1957,98198
6848200221,2014,635000,3,3.5,1730,1349,3,3,2009,98102
952004725,2014,280000,2,1,880,5750,1,3,1939,98126
7852110050,2014,574000,3,2.5,2380,6832,2,3,2002,98065
5536100010,2015,1.05E+06,4,1,1330,9729,1,3,1952,98004
5703000050,2014,545000,3,2.25,1780,191228,2,3,1988,98045
6071800480,2015,271950,3,1.5,1220,8400,1,4,1962,98006
1954600050,2014,630000,5,1.75,2490,24969,1,4,1959,98023
3819800280,2014,400000,2,1,1180,10800,1,3,1984,98011
7300400170,2014,334000,4,2.5,2310,6200,2,3,1998,98092
9834201100,2014,332500,4,2,1440,4855,2,4,1972,98144
8850000509,2014,525000,2,1.5,1620,1444,2,3,2007,98144
4123840470,2015,408000,3,2.5,2620,8403,2,3,1991,98038
1150900080,2015,846450,4,2.5,3710,7491,2,3,2003,98029
514500235,2014,411100,3,1.5,1040,10323,1,4,1958,98005
1522059120,2014,409124,5,3.25,3320,11340,2,4,1999,98042
2895600680,2014,335950,2,1.5,800,5192,1,5,1951,98146
8087800480,2015,480000,5,2.5,2040,9597,1,4,1963,98052
7931000066,2014,280000,2,1.75,1960,30144,1,3,1957,98031
5406500480,2014,668000,4,2.5,2670,4410,2,3,1999,98075
2540820010,2015,750000,4,2.5,2930,8641,2,3,2010,98034
3300700470,2014,394475,2,1,830,4000,1,3,1955,98117
8823902005,2015,848000,5,1.75,2290,4320,2,3,1928,98105
6003001760,2014,675000,3,1.5,2510,3600,2.5,4,1907,98112
1432400095,2014,175000,3,1,1280,7572,1,4,1958,98058
2483700095,2014,560000,4,1.5,1810,6000,1,3,1952,98136
6600220380,2014,538888,5,2.75,2080,13189,2,3,1987,98074
3990200020,2014,359000,4,1.75,1680,9244,2,3,1991,98166
112900020,2014,300000,3,2.25,1660,5128,2,3,2001,98019
8700110020,2014,273000,3,2.5,1650,5994,2,4,1989,98030
9831200221,2014,670000,3,2.5,1420,1438,2,3,2003,98102
8078400010,2014,530000,4,2.25,2240,8376,1,3,1984,98074
9550200225,2014,625000,3,1.5,1230,3060,1,3,1927,98103
2946001950,2015,248000,3,1,1260,6000,1,4,1954,98198
3905050280,2014,533000,3,2.5,2060,4812,2,3,1990,98029
3026059341,2014,549950,4,3.5,3090,10510,1,3,1991,98034
7292700005,2014,485000,4,1.75,3220,7392,1,4,1959,98177
8856970440,2015,353500,3,2.5,2020,4845,2,3,2001,98038
7504001440,2014,435000,2,1.75,1910,12142,1,3,1976,98074
8068000305,2014,241000,3,1,1150,10000,1,3,1951,98178
1681400010,2014,885000,4,2.75,2730,3560,1.5,3,1921,98115
6850700670,2014,799200,6,3,2890,2370,2.5,3,1906,98102
1546600020,2015,760000,3,2.5,2280,12746,1,4,1973,98005
8071000050,2014,270000,2,1,1040,5700,1,3,1922,98118
1036000280,2015,675000,4,1.75,2440,7475,1,4,1969,98052
5422560380,2014,499000,3,2.5,1720,5940,1,4,1977,98052
1762600280,2014,1.2025E+06,3,2.5,3430,28718,1.5,3,1984,98033
5416500840,2014,320000,4,2.5,2570,4865,2,3,2005,98038
3523069008,2015,890000,4,3.25,4360,210254,1,3,2000,98038
8001210170,2014,275000,4,2.75,2060,7350,1,3,1978,98001
6806300920,2014,490000,4,2.5,3020,8302,2,4,1994,98042
9826701665,2014,550000,3,2.5,2340,4200,1.5,3,1906,98122
2253200010,2015,390000,5,2,2400,9537,1,5,1959,98056
1941400080,2014,277000,3,2.25,1610,11920,1,4,1968,98032
3317010130,2015,236000,3,1.75,1090,7647,1,3,1994,98003
1721059230,2015,265953,3,1.75,1470,13068,1,4,1975,98092
9328500630,2015,545000,3,2.25,1670,6240,1,4,1974,98008
6301800020,2014,535000,3,2.5,1850,10109,2,3,1991,98034
7855000460,2014,1.45E+06,3,2.75,3940,9671,1,5,1967,98006
9320350020,2014,490000,4,3,2330,3497,2,3,2003,98108
7849201061,2015,319950,4,2.5,2020,7200,1.5,4,1954,98065
3885805640,2014,625000,3,1.5,1300,7200,1,5,1960,98033
8960200630,2015,248000,3,1,1180,6947,1,4,1968,98031
1736800920,2015,475000,3,1.75,1320,7840,1,3,1966,98007
6152900402,2014,410000,6,2.75,2520,9324,1,4,1962,98155
9822700255,2014,670000,3,2.5,1680,2000,3,3,1909,98105
1423069102,2015,430000,3,2.5,2000,35438,2,3,1968,98027
5279100675,2014,313000,2,1,1180,4900,1,5,1954,98027
2524049056,2014,950000,3,3.25,3330,15093,2.5,3,1988,98040
4232400470,2014,751750,2,2,1880,5400,1.5,3,1902,98112
8562740440,2014,760000,4,2.5,2990,5280,2,3,2003,98027
8114000020,2015,310650,3,1.75,1510,12408,1,4,1969,98059
6600780130,2014,367500,4,3,3110,7231,2,3,1997,98092
5100403947,2014,580000,4,2.5,2150,5000,2,3,2001,98115
1189000825,2014,580000,3,2.25,1900,3960,1.5,3,1905,98122
3066400080,2014,665000,4,2.5,2720,10000,2,3,1987,98074
2214800630,2014,239950,3,2.25,1560,8280,2,4,1979,98001
4027701253,2014,470000,4,2.5,1990,30083,2,3,1998,98155
9547205260,2014,733000,3,1.75,1740,3060,1,5,1930,98115
9320600020,2015,250000,4,2,2130,8400,1,3,1962,98031
2807100095,2014,402000,4,1.75,1510,9176,1,5,1957,98133
8067000020,2014,295000,5,3.5,2100,5107,2,3,1999,98178
8731980440,2014,355000,5,2.5,2344,8000,1,4,1976,98023
5112800233,2014,289000,3,1.5,1970,22486,1,4,1968,98058
6141600179,2014,376000,3,2.25,1470,9140,2,3,1982,98133
8122100595,2014,212700,2,1,940,5040,1,3,1926,98126
5467910190,2014,325000,3,1.75,1780,13095,1,4,1983,98042
808300460,2014,415000,4,2.5,2230,5743,2,3,2002,98019
7785350010,2015,935000,3,2.5,3570,15151,1,4,1981,98177
2133020020,2015,372000,3,2.5,1920,15260,2,3,1990,98019
2588800006,2014,240000,3,1.5,1290,8366,1,3,1957,98168
5169700022,2014,334950,3,1.75,1880,16262,1,5,1980,98059
5416500660,2015,426500,4,2.5,2960,4640,2,3,2005,98038
6117502745,2015,430000,2,1.75,1840,14874,1,3,1952,98166
2624049169,2014,400000,3,1.5,1890,6183,1,3,1967,98118
1426300842,2015,455850,3,2.25,1820,6000,1,4,1964,98108
824059321,2014,1.96522E+06,4,3.5,4370,8510,2,3,2003,98004
126049217,2014,400000,3,1.75,1530,10731,1,3,1986,98028
2201500185,2014,397500,3,1,1030,10480,1,4,1954,98006
1972205790,2014,755000,3,2.5,2000,1950,3,3,2005,98109
6843000080,2014,287000,5,1.5,1730,9230,1,3,1962,98058
1442700250,2014,480000,4,2.5,3620,16000,2,3,1976,98038
2607760680,2015,490000,3,2.5,2040,9622,2,3,1995,98045
3523059056,2014,365000,3,2.5,2640,6715,2,3,1991,98058
1657530010,2015,260000,3,2.5,1600,2244,2,3,2005,98056
7276100020,2015,505000,4,1,1480,12675,1.5,4,1929,98133
9828200460,2014,260000,2,1,700,4800,1,3,1922,98122
9828200460,2015,430000,2,1,700,4800,1,3,1922,98122
5608000840,2014,905000,4,2.5,3520,12193,2,4,1993,98027
5422560470,2014,440000,3,2,1650,6408,2,4,1977,98052
446000020,2014,439500,4,1,1360,5500,1.5,3,1950,98115
9476200545,2015,270000,3,2,1350,6696,1,5,1944,98056
8648100130,2015,306500,3,2.5,1970,6291,2,4,1998,98042
9358002232,2014,380000,3,2,1470,1656,2,3,2003,98126
2212900920,2014,215000,4,1.75,1610,9652,1,5,1969,98042
6149700380,2015,299900,2,1,810,6150,1,3,1950,98133
4340000080,2015,1.45E+06,4,3.5,2820,7809,2,3,1995,98004
3751605432,2014,239950,3,1,1900,33888,1.5,4,1942,98001
6384300020,2014,494000,4,2.5,1830,7345,1,4,1973,98177
3450300430,2015,317500,4,1.5,1730,7700,1,4,1963,98059
1245001763,2015,670000,4,2.5,2110,7291,2,4,1977,98033
7853240660,2014,650000,3,2.5,3060,7831,2,3,2004,98065
3723800414,2015,852000,4,2.5,2620,7328,2,3,1983,98118
5104500020,2014,250000,2,1.5,1088,1360,2,3,1983,98034
5438000080,2014,264950,3,1.5,1400,10853,1,4,1964,98055
9498200091,2014,582500,2,2,1540,6804,1,5,1942,98177
1498301213,2015,384000,3,2.5,1540,1564,2,3,1998,98144
2652500285,2014,817000,3,1.5,2310,3360,1.5,3,1926,98119
5127000430,2014,320000,4,1.75,1730,9520,1,4,1971,98059
4017110020,2014,445800,4,2.25,2070,39446,1,3,1977,98155
3336001946,2015,263300,2,1,900,4500,1,3,1951,98118
5253300387,2015,215000,3,1,860,6635,1,3,1952,98133
9222400605,2014,842500,5,4,2980,4500,1.5,3,1921,98115
9222400605,2015,850000,5,4,2980,4500,1.5,3,1921,98115
2163300130,2014,386000,5,2.5,2740,12413,2,3,1990,98031
8662500130,2014,251100,4,2.5,1790,5257,2,3,1996,98030
1770000130,2014,435000,3,1.75,1750,16748,1,3,1978,98072
1888120080,2014,870000,4,4,3610,12811,2,3,2000,98075
862000020,2015,800000,6,1,1430,20620,2,3,1954,98004
7199100020,2014,555000,3,1.75,1570,15500,1,4,1968,98052
9169600275,2014,280000,2,1,2280,37500,2,3,1932,98136
2767601815,2015,356000,3,1,940,2366,1,3,1916,98107
7853221330,2014,675000,4,2.5,2920,6000,2,3,2004,98065
7504010780,2014,605000,4,2.25,2260,11900,2,3,1976,98074
5015000190,2014,690500,5,2,2000,4211,1.5,4,1908,98112
8682260470,2014,437000,2,1.75,1440,4225,1,3,2005,98053
4122700020,2014,850000,5,2,2310,13430,1.5,4,1966,98004
8850000285,2014,350000,4,2.25,2300,4600,1.5,4,1904,98144
4174600185,2014,480000,2,2.25,1490,6770,1.5,3,1926,98108
7229800430,2014,379500,3,2.25,1830,25641,2,3,1989,98059
42000130,2014,600000,5,4.5,4440,9784,2,3,2012,98168
4139430250,2015,1.436E+06,4,3.5,4970,16582,2,4,1992,98006
9834201470,2014,303000,2,1.5,1000,1075,2,3,2007,98144
4058801702,2015,800000,4,2.5,4940,10037,1,3,1953,98178
3363400655,2014,549000,2,2,1980,6000,1.5,5,1906,98103
8700500020,2014,324950,3,2.5,1560,9600,1,3,1964,98188
8148600020,2014,170000,2,1,870,6537,1,3,1948,98168
8651430780,2014,178000,3,1,840,6500,1,5,1969,98042
1432400345,2015,144000,3,1,1250,8314,1,3,1958,98058
2524049148,2015,1.58E+06,4,2.75,3120,20031,1,4,1954,98040
2475900840,2015,258000,2,1,750,7000,1,3,1932,98024
7452500190,2014,345000,3,1.75,710,5050,1,4,1950,98126
3459000050,2014,470000,3,1.75,2290,14800,1,3,1965,98155
2624049091,2015,2.903E+06,5,2.5,3750,91681,2,3,1925,98118
1138000250,2014,350000,3,1.5,980,7790,1,5,1969,98034
4399210130,2014,225500,2,1.75,1590,11276,1,4,1972,98002
2770601365,2015,473000,2,1,940,4000,1,3,1942,98199
7272000980,2015,279000,3,1.75,1750,9623,1,3,1962,98198
1566100010,2015,470000,3,1,1460,8227,1,3,1948,98125
6338000592,2014,565000,3,1.75,1540,4800,1,4,1925,98105
2815600305,2015,695000,3,2,2560,6800,1,4,1952,98136
561500290,2014,315000,3,1.75,1660,37642,1,4,1991,98022
3905080280,2015,529000,3,2.5,1880,4499,2,3,1993,98029
925069071,2015,750000,5,3.75,3500,101494,1.5,3,1967,98053
2426049174,2014,481500,3,2.25,1840,10500,2,3,1993,98034
9407600250,2015,211000,3,2,1060,7412,1,3,1987,98038
7955050170,2015,455000,3,2.25,1790,7500,1,3,1973,98034
7224000950,2014,238950,2,1,810,4838,1,3,1938,98055
464001025,2014,722500,4,3.5,2600,5100,2,3,2003,98117
5569700020,2014,795000,4,2.5,3230,19193,1,4,1973,98075
1310910290,2015,327500,4,2.25,2240,9600,2,3,1971,98032
5104531640,2015,585000,4,3,3400,5100,2,3,2006,98038
1025039145,2014,775000,4,2,3140,10875,1,3,1939,98199
5406500170,2014,645000,4,2.5,2780,4200,2,3,2001,98075
1826049426,2015,445000,4,2.75,2320,12368,1,3,1968,98133
2011000010,2014,257950,3,1.75,1370,5858,1,3,1987,98198
9368700006,2015,375000,5,1.75,2230,7560,1,3,1959,98178
8016250080,2014,245000,3,2.5,1610,7223,2,3,1994,98030
4053200285,2014,725000,3,2.5,3410,41022,2,3,1990,98042
5411600020,2015,702000,4,2.5,2810,4922,2,3,2005,98074
847100078,2014,330000,3,1.75,1850,14986,2,3,1943,98059
4232903295,2015,940000,3,1.5,1790,4800,1.5,3,1912,98119
7979900680,2015,354500,3,1,1150,11396,1.5,4,1950,98155
492000532,2015,279950,4,2.75,2420,8700,1.5,4,1914,98002
2310000430,2015,284000,3,2.25,1580,7034,1,4,1989,98038
8832900780,2014,480000,5,2,1760,21562,1,3,1959,98028
8832900780,2015,647500,5,2,1760,21562,1,3,1959,98028
3249500020,2015,625000,3,2.5,2750,35000,2,3,1993,98077
8651442810,2014,152000,3,1,920,4875,1,4,1978,98042
8564500020,2015,322000,3,1,960,10181,1,3,1961,98034
3019300050,2014,445000,3,1.75,1120,4000,1,4,1916,98107
2460900020,2014,595000,3,1,1560,3960,1.5,4,1907,98144
2698200010,2015,165000,3,1,1380,7334,1,3,1981,98055
104560010,2014,278500,4,2.5,1940,6206,2,3,1990,98023
5710610430,2015,517500,3,1.75,1810,10625,1,3,1973,98027
34000005,2014,343566,2,1,1100,4200,1,3,1954,98136
7349400420,2014,286285,4,2.25,1980,9714,1,3,1977,98002
3298300130,2015,474905,4,1.5,1340,6200,1,5,1959,98008
7312400080,2014,550000,3,1.75,1680,4800,1,4,1960,98126
3356404198,2015,286000,4,2.5,2060,16000,2,3,1993,98001
2344300122,2014,900000,3,3.25,2620,7215,1,4,1980,98004
3904901330,2014,449950,3,2.25,1610,5159,2,3,1985,98029
7524100280,2014,259000,4,1.5,1490,7560,2,3,1966,98198
2473390440,2014,340000,3,2.25,1900,8125,1,3,1969,98058
2215800050,2015,785000,4,2.5,3440,56192,2,3,1994,98053
2769602475,2014,490000,2,1,1840,3300,1.5,4,1910,98107
9183700470,2014,344950,4,2,2330,6250,1,4,1941,98030
1337800284,2014,950000,3,2,2250,2975,2,4,1905,98112
3867400130,2014,810000,4,1.75,2000,3988,1,4,1958,98116
7856410020,2015,998160,2,2.5,3010,16050,1,4,1976,98006
9477730080,2014,377000,3,1.75,1680,7389,1,3,1979,98056
3300760020,2014,595000,3,2,1530,6773,1,4,1984,98033
148000440,2014,313300,2,1,970,4800,1,3,1911,98116
1708400595,2014,360000,5,1.75,1550,5225,1.5,4,1941,98108
9264901680,2015,188000,3,1.75,1660,7350,1,2,1979,98023
3226079091,2014,755000,3,2.5,3680,203860,1.5,3,1994,98014
2877104175,2014,1.289E+06,5,3.5,3210,4060,2,3,1917,98117
8843900396,2014,455000,3,1,1480,13280,2.5,3,1940,98027
1425059193,2014,817500,5,3.5,3600,9312,2,3,2005,98052
5694000768,2014,550000,3,2.25,1700,1481,3,3,2002,98103
8732190460,2015,260000,3,1.75,1680,8725,1,3,1978,98023
723099028,2014,320000,3,2,1550,34175,1.5,3,1999,98045
4139480190,2014,1.153E+06,3,3.25,3780,10623,1,3,1999,98006
1133000050,2015,362000,4,2.5,2360,7370,1,3,1985,98125
2770601462,2015,503500,3,2.5,1810,1750,2,3,1997,98199
3630120480,2014,653000,3,2.5,2290,3475,2,3,2006,98029
624110050,2014,760000,4,2.75,3370,12447,2,3,1991,98077
2301400655,2014,775000,4,1.75,2090,5050,1,4,1916,98117
7936500190,2014,1.339E+06,4,3.75,2130,34689,1.5,3,1955,98136
126039323,2015,417500,5,1.75,2060,10911,1,4,1954,98177
9512500460,2014,525000,3,1.5,1560,9350,1,4,1969,98052
7203601405,2015,217000,2,1,730,2400,1,3,1934,98198
6204200170,2014,525000,4,2.75,2910,6308,1,3,1985,98011
5027800190,2015,442500,4,2.25,2490,8700,1,3,1976,98155
2206500430,2014,525000,4,1.75,1710,10440,1,4,1955,98006
9477001410,2015,425500,4,1.75,1520,10630,1,4,1967,98034
2324079073,2014,710000,3,2.75,2930,218235,2,3,1990,98024
2817210420,2014,545000,4,3,3160,10948,1,3,1991,98070
1402200440,2015,410000,5,2.75,2910,16410,1.5,4,1967,98058
1545808370,2015,245000,3,2.25,1700,8100,1,3,1980,98038
7335400500,2014,194900,2,1,810,6697,1,4,1923,98002
1843130980,2014,284000,4,2.5,2000,5390,2,3,2003,98042
9262800255,2014,280000,2,1.75,1894,52769,1.5,4,1936,98001
8656800190,2014,280000,3,1.75,2080,87991,1,3,1970,98014
2113700235,2014,360000,4,2,1730,5500,1,5,1943,98106
4235400255,2014,405000,2,1,720,4323,1,3,1942,98199
8691360380,2015,865000,4,2.5,3560,13981,2,3,2000,98075
2205500080,2014,483300,4,2,1210,11100,1,4,1955,98006
4137000250,2015,355000,4,2.5,2130,9268,2,4,1985,98092
2310010050,2015,274950,3,2.25,1570,8767,1,3,1990,98038
1370802115,2014,1.925E+06,3,4.5,3950,6134,2,3,1998,98199
6117900010,2014,755000,3,3.25,3450,15586,2,3,1989,98166
2626069030,2015,1.94E+06,4,5.75,7220,223462,2,3,2000,98053
9407102360,2014,309212,3,1.75,1150,9600,1,3,1979,98045
104510440,2014,219950,3,2.25,1500,7615,1,3,1984,98023
7519000170,2014,690000,3,2.5,1300,5150,1.5,4,1920,98117
2113700500,2014,250800,3,1.75,1290,4000,1,3,1943,98106
1560930050,2015,557500,3,2,2510,35255,1,3,1994,98038
9550204590,2014,941000,4,1.75,2320,3825,1.5,5,1926,98105
4217402115,2015,3.65E+06,6,4.75,5480,19401,1.5,5,1936,98105
9412710440,2015,305000,4,2.75,2030,8600,1,4,1977,98042
6043400006,2014,815000,4,1.5,2060,16110,1,4,1949,98004
1024039049,2014,1.015E+06,3,2.5,2920,34527,1,4,1954,98116
1250204835,2014,1.24E+06,4,3,3330,6990,1.5,5,1928,98144
6388920460,2014,535000,3,2.5,2110,8164,2,3,1990,98056
1925059049,2014,775000,3,1,1175,10454,1,4,1949,98004
7760400420,2014,255000,3,2,1590,8670,1,3,1994,98042
6163901271,2014,327000,2,1,1070,9750,1,3,1947,98155
5437200050,2014,560000,4,2,2720,8819,2,3,1976,98003
3885806565,2015,1.339E+06,4,3.5,2980,6349,2,3,1998,98033
8651443190,2014,199500,3,1.75,1160,5200,1,4,1977,98042
1722069145,2014,760000,4,2.5,3580,97574,2,3,2004,98038
7883605985,2015,439000,3,2.25,3020,6000,3,3,1994,98108
4038700190,2014,527000,4,2.25,2380,5250,1,4,1961,98008
8661000089,2014,199950,3,2.75,2270,13590,1.5,4,1948,98022
2329800430,2015,254000,3,2.25,1660,8188,2,4,1988,98042
6431500280,2015,393000,2,1,830,5000,1,4,1921,98103
6204430250,2014,585000,5,2.25,2480,12614,1,4,1979,98011
4365200630,2014,450000,2,2,1900,7740,1,4,1923,98126
3630120050,2014,565000,2,1.75,1670,4008,1,3,2005,98029
7844200050,2014,330000,5,2.25,2000,7900,1,4,1986,98188
1240700006,2015,870000,3,2,2320,65340,1.5,3,1992,98074
8563000470,2014,585000,4,2.5,1860,8117,1,4,1966,98008
3221069091,2014,500000,3,2.5,2110,208737,2,3,1977,98092
8645530010,2014,225000,3,2,1400,7384,1,3,1979,98058
8645530010,2015,295000,3,2,1400,7384,1,3,1979,98058
2141300420,2014,775000,3,2.75,2850,14800,1,4,1976,98006
9407101900,2014,280000,3,1,1370,11050,1,3,1981,98045
1931300425,2014,539000,3,2.5,2170,3200,1.5,5,1923,98103
9290800050,2015,567500,3,1.75,2570,14033,1,4,1953,98166
9421500010,2015,442500,4,2.25,1970,7902,1,3,1960,98125
3333500151,2015,598200,5,3.75,2980,4635,3,3,1997,98118
3759500006,2014,610000,4,2.5,2300,10843,2,5,1955,98033
4221270290,2014,544900,3,2.5,1990,4936,2,3,2004,98075
1775801405,2014,557500,4,2.5,2390,38258,2,3,2001,98072
3575302575,2014,532500,3,2.5,2160,7500,1,3,1979,98074
2581300010,2014,1.35E+06,4,3.25,3300,15907,2,5,1985,98040
8805900080,2015,750000,3,2,1840,2825,1,3,1920,98112
8121200460,2014,530000,3,2.5,2030,10958,2,3,1983,98052
2461900609,2014,346100,3,2.5,1400,2036,2,3,2003,98136
3298600440,2014,260000,4,2.25,2320,16800,2,4,1977,98092
643300010,2014,365000,3,1.75,1410,9150,1,5,1959,98006
224069102,2014,615000,3,2,1860,42800,1,4,1983,98075
8856960050,2014,318400,4,2.5,1820,6916,2,3,1994,98038
4024101478,2015,498500,4,2.5,1910,7172,2,3,1993,98155
1839910470,2015,450000,3,1.75,1540,7490,1,5,1971,98034
3668000670,2015,200000,3,2,1430,7905,1,4,1988,98092
1274500420,2014,234000,3,1,1010,8906,1,5,1968,98042
8151600470,2014,121800,2,1,940,8384,1,3,1947,98146
56000095,2014,805000,3,2.75,2600,5875,1.5,5,1929,98116
3432500980,2014,410000,4,2.25,2060,7283,1,3,1963,98155
7940700050,2015,475000,3,2.5,1920,4534,2,3,1986,98034
1025039292,2014,1.3375E+06,4,2.5,2900,21074,2,3,1986,98199
3438503140,2014,269000,1,1,1020,7920,1,3,1947,98106
7558750190,2014,573000,4,2.25,2150,9520,2,4,1979,98052
3395040440,2015,330000,3,2.5,1660,2890,2,3,2001,98108
4338800190,2014,252750,4,1,1230,7410,1.5,3,1944,98166
8682290670,2015,745000,2,2.5,2170,7546,1,3,2007,98053
5113260430,2015,280000,3,2,1280,7633,1,3,1991,98038
387000190,2015,535000,4,2.5,2240,6920,1,5,1974,98146
6844703135,2015,580000,4,1.5,1780,5100,1,3,1953,98115
8899000190,2014,301000,3,1.75,1840,7200,1,4,1968,98055
3275760190,2014,600000,4,1.75,1740,7700,1,5,1968,98008
3438500924,2014,538900,5,3,3040,6604,2,3,2005,98106
5104530430,2015,366000,3,2.5,2370,4375,2,3,2006,98038
5468770250,2014,303000,4,2.5,2100,6783,2,3,2003,98042
4318200440,2014,432000,3,2.25,1470,1578,2,3,2007,98136
1721800190,2015,300000,2,1.5,1300,6120,1,3,1945,98146
1250202285,2014,908800,3,3,3420,7826,2,4,1939,98144
2767602945,2014,500000,3,1.5,1190,4750,1,3,1940,98107
321049090,2014,254000,5,2,2080,16117,1,5,1959,98001
4443801495,2014,470000,5,1.5,2180,4268,1.5,4,1924,98117
3275750290,2015,480000,3,2,1460,7860,1,5,1967,98008
2273600460,2015,536000,3,1.75,1530,8503,1,4,1983,98033
8562720420,2015,1.349E+06,4,3.5,4740,8611,2,3,2006,98027
1330900250,2014,550000,3,2.25,1980,40887,1,4,1980,98052
1099600250,2014,260000,3,1.75,1710,6400,1,4,1976,98023
1445200190,2015,284900,2,1.5,1160,982,2,3,2006,98155
1929300052,2014,740000,3,2.5,2200,3000,2,3,2002,98109
7626200280,2014,425000,2,1,1170,5000,1,4,1920,98136
7211402115,2014,230000,3,1,1120,7500,1,3,1965,98146
324000280,2015,675000,3,1.5,1710,4000,2,3,1926,98116
8091410080,2014,267500,3,1.75,1650,7807,1,3,1986,98030
6616000010,2014,814000,4,2.5,2840,8820,1,5,1952,98118
1125069102,2015,1.25E+06,4,3,3310,217800,1.5,3,1989,98053
6413600151,2014,460000,3,2,1860,7232,1,3,1985,98125
2607720420,2015,445000,3,2.5,2250,9608,2,3,1994,98045
1854900470,2014,715000,3,2.5,2890,7027,2,3,2004,98074
8901000911,2015,425000,3,1.75,2120,5992,1,3,1947,98125
3709600190,2014,370000,4,2.5,2130,4750,2,3,2009,98058
537000255,2015,302000,2,1.75,1170,8200,1,4,1937,98003
4036800170,2014,453000,4,1.75,2120,7420,1,4,1956,98008
5127100190,2014,290000,3,1.75,1280,10716,1,4,1969,98059
1762600190,2014,1.035E+06,4,2.5,3170,47502,2,3,1988,98033
7796100080,2014,925000,4,2.25,2260,41984,1,4,1967,98033
9465910190,2014,600000,3,1.75,2930,19876,1,3,1993,98072
9284801845,2014,354000,3,1.5,1060,5750,1,4,1981,98126
3210200373,2014,204950,4,1.75,1740,9344,1,3,1978,98023
1854900430,2015,675000,4,2.5,2990,5400,2,3,2005,98074
2944000050,2015,995000,4,3.25,3530,20012,2,3,1986,98052
7971300020,2015,800000,5,2,2960,10960,1,4,1957,98005
1542800010,2014,472500,3,2.5,1650,3711,2,3,1996,98052
1433500050,2014,549950,4,2.5,2720,13500,1,3,1969,98007
9482700080,2014,575575,3,1.75,1516,2897,1,3,1925,98103
3303870050,2015,545000,4,3.25,4386,12275,1,3,2006,98092
2071700010,2014,340000,3,2.25,2580,7434,1,3,1963,98133
421000430,2015,225000,3,1,960,5512,1,4,1963,98056
2787460430,2014,299950,2,1.75,1460,10506,1,3,1983,98031
2436200185,2015,829900,4,3.5,3840,4000,2,3,2001,98105
9542830440,2015,340000,4,2.5,2090,4200,2,3,2007,98038
23500190,2014,515000,4,2.25,2470,7800,1,3,1975,98052
3905030190,2014,601000,4,2.5,2090,6906,2,4,1992,98029
8079050010,2015,470000,3,2.5,2070,8581,2,3,1994,98059
3172600095,2014,371500,3,1,1650,6400,1,4,1954,98106
126059242,2014,550000,3,1.75,1880,45738,1,4,1980,98072
2944510080,2014,242550,4,2.5,2060,7720,2,3,1995,98023
7019000050,2014,367500,3,1.5,1410,9647,1,3,1961,98177
